m1,m2,m3,m4,acc,kap
0.00591229846931598,1.13641494984048e-05,9.52320463892954e-06,0.994066814176547,0.997651579846285,0.996856006290184
0.00673914213821106,0.0127826007834629,7.01307868973501e-07,0.980477555770457,0.997072354663321,0.996083483897505
0.000592413679308172,0.000146824531304257,4.92877170270425e-07,0.999260268912217,0.996806132226126,0.995728141657788
0.000300308738715374,6.39340731686704e-06,0.00983622832552108,0.989857069528447,0.997979583156104,0.997295727545867
0.000346608999107147,0.00175632823626471,4.13848710134403e-08,0.997897021379757,0.996379126730564,0.995157826993645
0.0182771635903587,6.09724595378842e-06,2.43813407015491e-06,0.981714301029617,0.996800341296928,0.995717071849363
6.3208845732268e-05,2.36203354306901e-07,2.20937095047007e-08,0.999936532857204,0.997145575642245,0.996183087457548
0.985595029124521,8.91117164310964e-05,0.000728502788817565,0.0135873563702309,0.996390658174098,0.995167622527769
0.0229892620963523,1.31902599708222e-05,0.00011572503300051,0.976881822610676,0.997873245427478,0.997151824818933
0.796431889684686,2.21056838866885e-06,0.00069077287299354,0.202875126873931,0.997573583711362,0.996752640604836
0.0505957760077936,4.21456445518461e-07,7.81795962631025e-06,0.949395984576135,0.997012058478284,0.995997920898035
0.00584925407071007,0.000486601424593861,0.000139152431122464,0.993524992073574,0.997205503009458,0.996261165468343
6.85406887808643e-05,2.85019125887532e-07,5.94150812688435e-05,0.999871759210824,0.996476993701292,0.995285989711196
0.789982216473788,0.000765843702138006,0.0301429965817847,0.179108943242289,0.997741206840916,0.996978126977359
0.989563229685451,0.000156269188410744,0.000172264705099628,0.0101082364210387,0.997979583156104,0.997297222645013
0.747323655100093,4.47553267721709e-05,0.00108907422962566,0.251542515343509,0.99734127406147,0.996443801204743
0.000569720290370657,0.000205631396688971,1.83010065808603e-05,0.99920634730636,0.996212121212121,0.994929208643892
0.450353555243031,0.0014027458848509,1.51643105605146e-06,0.548242182441062,0.997685672207027,0.996903563348123
0.000173765136906731,6.07776173545311e-05,0.00300769595304329,0.996757761292695,0.997680303669338,0.996899277107789
0.018654536135154,0.000396670189617559,0.000573667071290159,0.980375126603938,0.997591623036649,0.996778922358962
0.591862454313805,0.000260481326242329,0.0304429393496224,0.37743412501033,0.997043606799704,0.996047466942876
0.616545532907758,7.86651817362077e-07,0.00026832499015333,0.383185355450271,0.997574862927035,0.996756305020224
0.00467026715134224,0.00599382382160389,5.70329600097894e-08,0.989335851994094,0.997762863534676,0.997004309055396
0.998458301347823,0.000675592156004059,1.41968221905382e-07,0.000865964527951504,0.997037037037037,0.996038097688562
0.00336738168166596,0.000940036904348005,6.42877307036383e-06,0.995686152640916,0.99832126744308,0.997754361758661
1.6537305603261e-05,0.000114957327046239,0.000283318469066258,0.999585186898284,0.997527679243255,0.996692592716309
0.000723265826094301,0.00017941232338109,2.43257007379153e-05,0.999072996149787,0.996115077698446,0.994797962379277
0.101247427967605,5.24292928878575e-05,0.0845922653817653,0.814107877357742,0.997907293083604,0.997201355829919
0.299940666656782,0.0462417234680324,0.0762342243536199,0.577583385521565,0.997672942669769,0.996885321151201
0.864586271847228,9.32264274562045e-08,3.61611666676823e-06,0.135410018809678,0.997568967339605,0.996749297314132
0.561885981274949,0.000782983047927674,0.00179047133553504,0.435540564341588,0.997345790423612,0.9964493403614
0.0107402913612557,0.0116594486943181,0.00072496092725214,0.976875299017174,0.996466431095406,0.995271994586466
0.921034410044569,0.000310661306010673,0.00144807804938442,0.0772068506000362,0.996633350867964,0.995497117768979
0.0445815765266164,6.0418840174501e-05,1.04953493626802e-06,0.955356955098273,0.996472851646003,0.995281176961412
0.995561596212768,0.000100632110509786,0.00119784997681869,0.00313992169990396,0.99682640431609,0.995751849085618
0.907033572574661,0.000152565180077061,0.000776355552279415,0.0920375066929822,0.997107039537126,0.996129208204025
0.831691315842175,0.00449685960188874,9.72712506333088e-06,0.163802097430873,0.998409163219854,0.997872702365138
0.0104374543027246,0.00042069491281859,2.20719742537112e-06,0.989139643587031,0.997643782799614,0.9968470442233
0.919658847347553,6.50429905989435e-05,0.00164873047814158,0.0786273791837063,0.997325917210397,0.996421127945629
0.00641512056940825,0.00831130593423098,5.42346612574795e-08,0.9852735192617,0.996062992125984,0.994730980527118
0.000282614300418238,8.70876792198379e-08,1.14211706853655e-05,0.999705877441217,0.997580220936349,0.996761876373664
0.714520164485723,2.27317518291938e-05,0.0003636258962999,0.285093477866148,0.997677364864865,0.996893118931742
0.029071711019816,0.0398708023854215,9.66194939355834e-07,0.931056520399823,0.996917844616856,0.995872490089951
0.0014518262413753,0.00036574082570396,0.00014846377807828,0.998033969154842,0.996292372881356,0.995038143520798
0.991583805106303,1.05600973410676e-05,0.000777285279323177,0.00762834951703334,0.998291328492097,0.997712882103319
9.44355231751936e-06,4.55065113209209e-07,2.21940864726348e-05,0.999967907296097,0.996729957805907,0.995623743108657
0.83711639209041,0.160510481938568,2.27719664828827e-06,0.00237084877437408,0.997638724911452,0.996839912655207
0.956238692180645,0.00024203106384247,1.07977211673101e-05,0.043508479034345,0.996130696474635,0.994819483249393
0.0658835286860212,0.000806063945728102,1.99107340605052e-06,0.933308416294845,0.997793885912386,0.997044149536794
0.702923427344903,2.02559614085972e-06,0.000236190236143305,0.296838356822813,0.997342122049755,0.996446764585363
0.0144425291306882,0.000665793084645097,0.000209981568880326,0.984681696215786,0.997040794757979,0.99603930271779
6.08606773830389e-05,2.48239310216399e-05,0.000171937471247596,0.999742377920348,0.997020008514261,0.996013617171484
0.000156535574836513,4.42923638586111e-06,1.1901233017967e-06,0.999837845065476,0.996806812134114,0.995731395247947
0.00993430140504161,0.0065311133988941,1.04299377635545e-07,0.983534480896687,0.996939636977628,0.995909623646199
0.00982430594964437,0.0183189702004563,6.84625307531732e-07,0.971856039224592,0.996253879910093,0.99499159688577
0.049837074822408,0.00130478741587021,0.000624048995092938,0.948234088766629,0.996737528941276,0.995634476823106
0.881788915767589,0.000640632478634349,0.00163417509544594,0.115936276658331,0.997563559322034,0.996739703739798
0.00294790019511876,5.16261363653733e-06,4.54974638256923e-06,0.997042387444862,0.997142857142857,0.996180332326806
0.000126517901549878,1.90424501413772e-05,0.00747349618390071,0.992380943464408,0.99701556171392,0.996005705587495
0.419048892149537,7.12416256495547e-05,0.0989324127118431,0.48194745351297,0.997776365946633,0.997026012716568
0.976764953075213,0.00328607095297975,2.06063021696117e-07,0.0199487699087851,0.997442182670788,0.996577241752228
0.772378136749039,9.7653487025882e-06,5.69829015869634e-05,0.227555115000671,0.997563301197161,0.996739363053782
0.937422775209092,0.00061327431791223,0.0013539778248839,0.0606099726481116,0.997140739171873,0.996176533678463
0.000166418251427755,6.15658446515202e-07,3.47019005357352e-06,0.999829495900072,0.997129796959711,0.996160612930576
0.00675093384472186,1.87877243306958e-07,7.84078966251826e-06,0.993241037488372,0.997141647258099,0.996173396186729
0.00046392867144914,0.000569174533866231,7.30991441370876e-09,0.99896688948477,0.997577162119456,0.996760649169829
0.906418218815307,2.98393722722472e-08,6.1088480335854e-05,0.0935206628649848,0.997372569626905,0.996483370396355
0.017272695284192,0.00597425088730366,0.965232147448296,0.011520906380208,0.996583386717916,0.99542684957417
0.0293123926013102,0.00921829735446558,0.000499212195896857,0.960970097848327,0.997327917913638,0.996425532487157
0.929249580135745,0.000537911628680093,0.00152481856157509,0.0686876896740002,0.997546404949861,0.996718795083333
0.00258060295863102,0.000280964226878012,0.00028227485023709,0.996856157964254,0.996947689716872,0.995917031248761
0.00692150286772927,0.00043067807444122,5.0569603562995e-07,0.992647313361794,0.998205236486487,0.997598734492038
0.995476494978423,0.000145739864355628,0.000544957408603253,0.00383280774861779,0.997078870496592,0.996093958056922
0.00596235089712848,7.36266988998751e-06,9.84569310700662e-10,0.994030285448412,0.99776357827476,0.997006337655599
0.698984164139698,0.000151264210728418,2.06292670243736e-06,0.300862508722871,0.997758565481908,0.997002305532058
0.0160199084601299,0.0238743244743799,5.18094321523049e-06,0.960100586122275,0.996223644183363,0.994949424636644
0.990930400264054,0.000101404282388934,0.000760952586833486,0.00820724286672364,0.99704641350211,0.99604731764623
0.0472156418917495,0.000997112067872783,0.000400266048566231,0.951386979991811,0.997049214880388,0.996049713848385
0.00315909307864739,0.00675984728478182,3.15503701380066e-08,0.990081028086201,0.996913580246914,0.995873904820825
0.120532956588618,0.000609135984769216,0.00117440834569609,0.877683499080917,0.998061180525636,0.997403484779734
0.0351533113550789,6.80632373592325e-06,7.8288582513107e-06,0.964832053462934,0.99786984769411,0.997148666577979
0.00245927974636146,0.000394147062742461,0.00172293973430222,0.995423633456594,0.997369528619529,0.996479552981461
0.0175964688902685,0.0404048041613993,8.50637556362427e-06,0.941990220572769,0.996521555813218,0.995344428439817
0.00999807168651656,0.00576891016416429,1.183857660386e-07,0.984232899763553,0.996844430419691,0.995779644248026
0.0149060060628754,0.0209874208729505,7.98684560530465e-08,0.964106493195718,0.996468321917808,0.995280971304023
0.668091709132488,0.00169278524191465,1.06831373355958e-06,0.330214437311864,0.996813933729822,0.995739812132773
0.0813410639287584,2.07003586250351e-06,0.00117901730003093,0.917477848735348,0.996802728338484,0.995718306129719
0.00093733721446663,1.61941913333769e-05,0.00338208031674565,0.995664388277454,0.997255936675462,0.996326571506055
0.0118236060942968,0.000676166044999805,0.000253817094889615,0.987246410765814,0.997081712062257,0.996095108258811
0.995527920500317,3.43608849209143e-05,0.000467204525070751,0.00397051408969167,0.996705982361067,0.995596223669832
0.69900692305032,0.000355203897305513,0.00196843058579425,0.29866944246658,0.997220143269539,0.996280570905707
0.837013443259372,0.000896801268886922,0.000829662126247806,0.161260093345493,0.997148590136234,0.996185102287479
0.0253689534521154,0.0336386198251267,8.42511919346865e-07,0.940991584210838,0.996588486140725,0.995433626500009
0.0161227538454976,0.000980929010826582,4.91766268361559e-06,0.982891399480992,0.997454661151766,0.996595800295616
0.00260991572382913,6.07746751162249e-06,0.000145504930246867,0.997238501878412,0.997278056951424,0.996360454729785
0.0107503763861664,0.017214427256342,8.0004231811686e-07,0.972034396315174,0.996840109542869,0.995768877621478
0.118389438992383,0.000696947629442742,0.0015617432936863,0.879351870084488,0.997456549385333,0.996599265865257
0.957624685645547,0.000218715801403584,0.00157639102308393,0.0405802075299659,0.997334754797441,0.99643234468863
0.371021990441292,1.35918021235657e-06,0.000858191930556394,0.62811845844794,0.996524852569503,0.995350832771798
0.000249435128184659,1.18794892833335e-06,0.00437286431945485,0.995376512603432,0.998192258613356,0.997578962042142
